model,region,color,fuel_type,transmission,engine_size_l,mileage_km,price_usd,sales_volume,sales_classification,age_car
7 Series,North America,grey,Hybrid,Automatic,2.5,65146.0,75287.0,8538,High,3
X5,Africa,white,Petrol,Automatic,,86349.0,85067.0,5957,Low,2
X6,Europe,blue,Diesel,Manual,,15969.0,42993.0,7678,High,10
X1,Asia,grey,Hybrid,Manual,4.6,137146.0,76682.0,6056,Low,1
3 Series,Middle East,white,Hybrid,Automatic,3.6,7106.0,65804.0,7183,High,14
X1,Middle East,blue,Hybrid,Manual,1.9,166180.0,103477.0,924,Low,9
M3,South America,white,Petrol,Manual,4.2,51120.0,88902.0,7775,High,13
X3,Middle East,red,Hybrid,Automatic,4.1,85411.0,49915.0,5626,Low,1
5 Series,Middle East,blue,Hybrid,Automatic,2.5,135509.0,103064.0,9252,High,10
M5,Europe,blue,Diesel,Manual,2.2,186289.0,36087.0,8248,High,0
M5,Middle East,white,Diesel,Automatic,4.3,42739.0,46841.0,1416,Low,9
X1,Africa,red,Hybrid,Automatic,2.7,136175.0,83584.0,3556,Low,4
5 Series,Europe,silver,Petrol,Automatic,4.5,99828.0,64880.0,8700,High,7
M5,Africa,blue,Hybrid,Automatic,1.7,72565.0,53106.0,173,Low,6
X6,Africa,silver,Hybrid,Manual,3.2,48640.0,46027.0,823,Low,2
i3,Asia,silver,Diesel,Manual,2.1,55523.0,105241.0,846,Low,0
X1,Europe,red,Hybrid,Manual,3.9,15665.0,112403.0,334,Low,3
M3,Middle East,red,Electric,Manual,5.0,42553.0,87084.0,2686,Low,9
X3,South America,silver,Electric,Automatic,2.9,136400.0,78175.0,6535,Low,10
M3,North America,black,Petrol,Manual,1.9,107772.0,96233.0,3567,Low,3
7 Series,Africa,black,Hybrid,Automatic,2.6,99982.0,102024.0,3436,Low,11
M3,Africa,silver,Hybrid,Automatic,4.6,100666.0,46737.0,562,Low,13
X5,North America,grey,Diesel,Automatic,4.2,192767.0,114930.0,1482,Low,13
i8,North America,white,Electric,Automatic,2.3,99448.0,108875.0,9476,High,8
7 Series,North America,silver,Petrol,Automatic,4.8,61678.0,87846.0,1960,Low,10
5 Series,South America,blue,Hybrid,Automatic,3.7,146008.0,98892.0,8780,High,8
i3,Middle East,red,Electric,Automatic,2.1,174407.0,87190.0,684,Low,2
3 Series,Europe,silver,Diesel,Automatic,3.5,147390.0,103652.0,7689,High,4
M3,Asia,blue,Diesel,Automatic,3.1,25865.0,85955.0,2001,Low,14
M3,Middle East,grey,Hybrid,Manual,4.4,93339.0,94583.0,5564,Low,14
i3,Asia,grey,Diesel,Automatic,2.7,,119272.0,5719,Low,10
i8,Africa,white,Hybrid,Automatic,,169657.0,107161.0,2769,Low,13
X5,Middle East,white,Hybrid,Manual,4.3,8099.0,108660.0,2100,Low,7
X6,Middle East,blue,Petrol,Manual,3.9,50663.0,,279,Low,1
X3,South America,white,Diesel,Manual,2.4,145314.0,40849.0,9437,High,0
X3,South America,grey,Diesel,Automatic,4.9,149753.0,,4170,Low,12
5 Series,North America,red,Diesel,Automatic,3.4,146511.0,83373.0,1428,Low,14
M5,Africa,silver,Hybrid,Manual,4.7,195697.0,47249.0,9594,High,2
i3,Middle East,black,Hybrid,Manual,2.3,47680.0,58938.0,3891,Low,13
X1,South America,grey,Hybrid,Manual,4.9,92757.0,41910.0,2758,Low,5
M5,Europe,silver,Electric,Manual,4.4,78019.0,,6069,Low,5
X3,Middle East,grey,Petrol,Manual,4.8,9403.0,47937.0,1366,Low,8
M5,North America,red,Diesel,Manual,2.2,65050.0,69109.0,9334,High,9
M5,Asia,white,Petrol,Automatic,3.0,1125.0,63009.0,5187,Low,3
5 Series,Europe,blue,Petrol,Manual,1.8,192586.0,78116.0,6961,Low,7
5 Series,South America,grey,Hybrid,Manual,2.0,131614.0,39152.0,6705,Low,8
X5,Middle East,blue,Electric,Automatic,2.5,64963.0,118790.0,7868,High,1
7 Series,South America,black,Hybrid,Automatic,4.8,111958.0,44437.0,3216,Low,5
M5,Africa,blue,Petrol,Automatic,3.8,88107.0,110775.0,4921,Low,2
i3,Africa,white,Hybrid,Manual,2.6,83939.0,79099.0,1582,Low,7
X1,South America,white,Electric,Automatic,4.8,73203.0,100724.0,8200,High,12
7 Series,Asia,silver,Diesel,Automatic,4.1,,65126.0,7655,High,9
M5,Middle East,grey,Diesel,Automatic,4.7,78884.0,109992.0,9389,High,2
X3,Middle East,silver,Petrol,Manual,4.7,55691.0,104737.0,3993,Low,8
M3,Middle East,grey,Hybrid,Manual,4.1,34356.0,52804.0,2407,Low,0
X5,Middle East,grey,Electric,Manual,2.4,,46574.0,7674,High,5
i3,Middle East,grey,Diesel,Manual,5.0,21513.0,54746.0,3073,Low,4
M3,North America,black,Electric,Automatic,2.6,9653.0,102100.0,7769,High,14
M5,South America,white,Diesel,Automatic,3.9,54883.0,66684.0,6034,Low,14
X3,Africa,black,Electric,Automatic,4.5,76701.0,98797.0,9225,High,8
7 Series,Middle East,red,Diesel,Manual,2.1,41542.0,36354.0,6447,Low,2
i8,Asia,black,Electric,Manual,3.6,191527.0,46058.0,9257,High,4
X5,Africa,blue,Electric,Manual,2.8,49006.0,98565.0,6581,Low,2
5 Series,Africa,black,Petrol,Automatic,2.4,8646.0,119517.0,1092,Low,12
M3,North America,silver,Hybrid,Manual,1.5,16005.0,93810.0,3953,Low,12
X3,South America,black,Petrol,Manual,,176939.0,64248.0,7920,High,0
M3,North America,blue,Petrol,Manual,2.0,47709.0,105493.0,6423,Low,10
X5,South America,black,Hybrid,Manual,4.6,185579.0,35487.0,1656,Low,0
X3,Africa,grey,Hybrid,Manual,3.6,163517.0,70342.0,5325,Low,4
X6,Middle East,silver,Diesel,Manual,3.7,196193.0,68256.0,4439,Low,9
i3,Asia,grey,Hybrid,Manual,4.4,80559.0,113721.0,9844,High,13
X5,Europe,grey,Petrol,Manual,,148964.0,115949.0,8640,High,12
3 Series,Middle East,white,Hybrid,Automatic,2.8,119322.0,91813.0,1305,Low,9
7 Series,Europe,grey,Electric,Manual,2.0,105595.0,90872.0,914,Low,12
M5,South America,blue,Diesel,Automatic,3.5,166824.0,108641.0,3682,Low,1
3 Series,South America,white,Petrol,Automatic,3.4,47017.0,30893.0,8713,High,10
i8,South America,black,Diesel,Manual,2.5,75331.0,119203.0,1800,Low,6
i3,Africa,red,Hybrid,Manual,3.6,121998.0,67236.0,794,Low,3
7 Series,Middle East,black,Diesel,Manual,3.0,180943.0,90198.0,2312,Low,12
M5,Middle East,silver,Hybrid,Automatic,4.3,50894.0,107070.0,3776,Low,3
X1,South America,silver,Diesel,Automatic,3.5,80980.0,36815.0,3363,Low,4
i3,Africa,white,Petrol,Automatic,,11188.0,76399.0,5928,Low,2
X5,Asia,silver,Hybrid,Manual,3.3,48726.0,68451.0,1031,Low,2
M5,Africa,grey,Petrol,Manual,,44987.0,33351.0,2387,Low,9
M5,Asia,white,Petrol,Automatic,3.3,64520.0,47319.0,8690,High,4
X3,Asia,grey,Hybrid,Automatic,3.5,173599.0,114136.0,3141,Low,10
X3,Africa,white,Hybrid,Automatic,2.8,42488.0,116129.0,7032,High,10
3 Series,Middle East,black,Petrol,Manual,2.9,152179.0,60297.0,8141,High,4
X3,Middle East,white,Electric,Automatic,4.8,76350.0,47508.0,5805,Low,1
X6,North America,silver,Electric,Manual,2.3,63852.0,86104.0,2638,Low,1
3 Series,Middle East,blue,Hybrid,Automatic,1.9,106820.0,34630.0,7003,High,9
i8,South America,black,Electric,Manual,4.4,25508.0,,5577,Low,9
i3,Africa,black,Hybrid,Automatic,3.5,26972.0,119261.0,4678,Low,14
X6,North America,black,Petrol,Manual,2.5,149268.0,104890.0,6424,Low,4
5 Series,South America,white,Electric,Automatic,3.0,60479.0,44386.0,7531,High,0
3 Series,South America,white,Electric,Manual,3.3,87750.0,94558.0,5882,Low,6
3 Series,North America,white,Petrol,Manual,3.6,153669.0,49473.0,4776,Low,10
X5,Europe,white,Electric,Automatic,4.4,33531.0,111897.0,3291,Low,14
7 Series,Middle East,blue,Diesel,Manual,2.9,173351.0,,1665,Low,7
i3,Asia,blue,Electric,Manual,3.9,90629.0,35053.0,5160,Low,8
7 Series,North America,grey,Hybrid,Manual,4.4,108730.0,106199.0,4686,Low,8
X3,South America,red,Petrol,Automatic,4.5,23048.0,31714.0,5563,Low,0
7 Series,Middle East,blue,Diesel,Automatic,2.4,56566.0,75003.0,3328,Low,1
M5,Africa,white,Electric,Automatic,2.7,190151.0,71871.0,1284,Low,10
i8,Africa,silver,Petrol,Manual,3.6,177659.0,44254.0,4662,Low,14
X6,Asia,red,Electric,Automatic,4.6,126421.0,47771.0,6796,Low,6
X5,Asia,blue,Electric,Manual,4.3,199.0,119176.0,9748,High,4
X5,South America,black,Diesel,Automatic,3.5,139627.0,110247.0,1336,Low,6
M3,Middle East,red,Diesel,Manual,4.9,63933.0,62906.0,5389,Low,7
5 Series,Asia,silver,Petrol,Manual,3.0,33057.0,38457.0,700,Low,10
X3,North America,white,Petrol,Automatic,4.4,114288.0,92586.0,839,Low,1
7 Series,Asia,red,Petrol,Manual,4.4,67529.0,87956.0,3000,Low,12
i3,Middle East,white,Diesel,Automatic,4.7,151317.0,64439.0,9779,High,7
X1,Asia,black,Electric,Automatic,5.0,183934.0,96940.0,822,Low,14
X6,North America,red,Diesel,Manual,3.2,40524.0,51986.0,8034,High,12
3 Series,Africa,silver,Hybrid,Automatic,2.2,110050.0,49612.0,2637,Low,3
X3,Europe,white,Diesel,Manual,3.1,170695.0,64720.0,8845,High,4
i8,South America,grey,Petrol,Automatic,4.5,60130.0,80989.0,1359,Low,8
M5,Asia,silver,Hybrid,Automatic,4.4,23900.0,66374.0,9599,High,1
M5,Middle East,grey,Diesel,Manual,2.7,1789.0,115425.0,192,Low,0
X1,South America,black,Electric,Automatic,1.7,71581.0,64394.0,5436,Low,11
i3,North America,grey,Hybrid,Manual,3.3,103034.0,69940.0,5190,Low,8
X6,Middle East,red,Diesel,Manual,3.2,1308.0,76324.0,4176,Low,3
7 Series,South America,red,Petrol,Manual,1.8,123173.0,88696.0,1752,Low,4
7 Series,Middle East,red,Petrol,Automatic,4.3,45060.0,33948.0,9618,High,2
3 Series,South America,grey,Diesel,Automatic,2.5,28371.0,41392.0,2237,Low,1
X5,Asia,black,Petrol,Manual,3.8,25626.0,37869.0,8645,High,10
7 Series,North America,silver,Electric,Automatic,1.9,118334.0,80603.0,2267,Low,9
X6,Africa,red,Electric,Automatic,4.5,90460.0,73996.0,9274,High,1
7 Series,Middle East,silver,Diesel,Automatic,4.1,,50676.0,5476,Low,8
7 Series,Europe,white,Electric,Manual,2.9,123322.0,70015.0,6072,Low,0
7 Series,South America,black,Hybrid,Manual,3.7,185145.0,60541.0,4235,Low,2
X6,North America,blue,Hybrid,Automatic,2.2,69925.0,115799.0,929,Low,5
i8,Europe,grey,Electric,Automatic,4.9,60192.0,113058.0,8880,High,3
X1,Middle East,grey,Petrol,Manual,4.3,177058.0,108239.0,6073,Low,8
M5,Middle East,black,Diesel,Manual,4.3,93366.0,43574.0,3011,Low,8
X6,Europe,black,Electric,Automatic,2.0,102142.0,108758.0,7392,High,8
X6,Africa,blue,Electric,Automatic,1.6,3130.0,99774.0,1235,Low,4
X6,Middle East,white,Hybrid,Manual,3.5,18223.0,41511.0,9548,High,2
M5,South America,blue,Hybrid,Manual,2.0,178016.0,55995.0,9583,High,2
7 Series,North America,blue,Petrol,Manual,4.2,100716.0,115217.0,8980,High,8
7 Series,Middle East,grey,Diesel,Automatic,3.0,1206.0,46343.0,1820,Low,12
X3,Africa,blue,Hybrid,Automatic,2.7,54110.0,44134.0,1867,Low,0
X6,Africa,white,Hybrid,Automatic,1.8,140523.0,114404.0,3611,Low,3
M3,Europe,blue,Electric,Manual,5.0,97688.0,114948.0,4057,Low,12
5 Series,North America,silver,Petrol,Manual,4.8,60791.0,111338.0,5760,Low,8
M3,Asia,red,Hybrid,Automatic,2.0,51969.0,56664.0,8635,High,1
M3,Europe,black,Diesel,Manual,2.7,175697.0,,6898,Low,13
5 Series,Middle East,silver,Diesel,Manual,2.9,159784.0,63499.0,3825,Low,1
X3,Europe,red,Hybrid,Manual,2.5,124505.0,34482.0,974,Low,13
X5,Middle East,white,Electric,Automatic,4.8,97741.0,87511.0,3173,Low,12
i8,Asia,silver,Diesel,Automatic,4.0,168774.0,85178.0,9027,High,1
X1,Europe,silver,Hybrid,Automatic,4.8,156203.0,73219.0,9795,High,11
X1,Africa,grey,Diesel,Manual,4.6,128089.0,71029.0,2483,Low,9
7 Series,South America,red,Petrol,Manual,4.1,30394.0,51307.0,9057,High,2
M5,South America,black,Hybrid,Automatic,3.9,70695.0,34853.0,2523,Low,7
M5,Africa,black,Petrol,Automatic,4.5,171067.0,82394.0,8888,High,5
M5,South America,red,Hybrid,Automatic,3.9,157178.0,103062.0,4006,Low,5
X5,South America,blue,Diesel,Manual,2.2,78990.0,59736.0,8533,High,8
7 Series,Europe,white,Diesel,Automatic,3.8,198715.0,60871.0,5908,Low,11
M5,North America,grey,Electric,Manual,3.3,33908.0,34408.0,995,Low,13
3 Series,Middle East,blue,Diesel,Manual,4.9,3137.0,,5719,Low,13
5 Series,South America,white,Electric,Automatic,3.3,178086.0,67485.0,9517,High,0
i8,South America,black,Electric,Automatic,1.6,20014.0,68109.0,9374,High,11
3 Series,Africa,black,Diesel,Manual,2.4,168031.0,34970.0,3599,Low,9
5 Series,Africa,red,Electric,Automatic,4.7,5484.0,,3361,Low,12
M5,Europe,blue,Petrol,Automatic,4.9,146022.0,109232.0,8420,High,9
i8,North America,grey,Hybrid,Automatic,4.0,139028.0,57865.0,3494,Low,10
X5,Europe,blue,Electric,Automatic,1.7,,87427.0,3340,Low,10
i3,Asia,grey,Electric,Manual,1.6,114957.0,88832.0,5647,Low,13
i3,North America,grey,Hybrid,Automatic,3.2,94798.0,78847.0,9277,High,7
7 Series,Middle East,silver,Diesel,Automatic,5.0,89749.0,32527.0,9897,High,10
i8,Europe,red,Electric,Manual,4.5,29511.0,116779.0,1453,Low,4
7 Series,Europe,red,Electric,Automatic,4.8,165961.0,77770.0,4826,Low,13
X3,North America,white,Electric,Manual,3.7,17295.0,85957.0,2286,Low,8
i8,Europe,black,Diesel,Manual,4.5,158464.0,69408.0,2652,Low,2
5 Series,North America,red,Hybrid,Manual,2.6,9162.0,105775.0,1603,Low,0
X3,Middle East,red,Hybrid,Automatic,1.6,117703.0,48862.0,4639,Low,6
7 Series,Europe,black,Hybrid,Manual,4.7,,86788.0,9663,High,6
X5,Europe,white,Diesel,Manual,2.3,95690.0,37844.0,6818,Low,14
5 Series,North America,silver,Petrol,Manual,4.0,52105.0,45081.0,5500,Low,8
i3,Europe,black,Petrol,Manual,3.8,85082.0,49369.0,6619,Low,6
X6,South America,black,Hybrid,Automatic,2.1,149116.0,84808.0,1683,Low,9
X1,Asia,black,Petrol,Manual,2.2,33232.0,87602.0,8752,High,14
X1,North America,silver,Hybrid,Automatic,2.7,121010.0,44850.0,3344,Low,13
M3,North America,grey,Diesel,Manual,4.1,84689.0,78760.0,2252,Low,11
i3,Africa,red,Hybrid,Manual,1.6,159530.0,97267.0,9710,High,1
M5,South America,white,Hybrid,Manual,2.9,122537.0,110373.0,5402,Low,11
M3,Asia,black,Petrol,Manual,3.8,84482.0,75356.0,9469,High,13
3 Series,North America,blue,Hybrid,Automatic,2.1,148688.0,91161.0,6635,Low,7
5 Series,Asia,black,Diesel,Automatic,1.9,108654.0,86954.0,1767,Low,13
X3,Middle East,silver,Electric,Automatic,2.9,177855.0,119211.0,6914,Low,12
X5,Asia,blue,Diesel,Automatic,,,66900.0,6682,Low,1
X3,Middle East,grey,Diesel,Manual,3.8,120974.0,109393.0,4241,Low,11
M3,Africa,black,Hybrid,Manual,4.9,103439.0,87336.0,4831,Low,6
3 Series,Middle East,blue,Diesel,Automatic,1.5,181171.0,90859.0,6366,Low,5
X3,Europe,white,Electric,Automatic,4.7,169389.0,75001.0,2792,Low,14
X3,Africa,white,Electric,Manual,3.0,158691.0,92680.0,9897,High,7
7 Series,North America,white,Petrol,Automatic,3.8,157587.0,,7540,High,3
i3,Africa,white,Petrol,Automatic,4.5,185461.0,33838.0,7804,High,0
5 Series,North America,grey,Petrol,Manual,3.5,145922.0,34574.0,4779,Low,1
M3,Asia,red,Electric,Manual,1.8,74993.0,61772.0,7338,High,10
X6,Europe,blue,Petrol,Manual,2.0,162973.0,89163.0,5316,Low,8
7 Series,North America,white,Hybrid,Automatic,4.3,165803.0,55343.0,2589,Low,7
X5,South America,black,Electric,Manual,2.3,154940.0,101815.0,3359,Low,0
X1,Middle East,silver,Petrol,Automatic,3.5,127944.0,87126.0,4143,Low,10
3 Series,South America,red,Diesel,Manual,3.0,186195.0,92506.0,2909,Low,7
3 Series,South America,blue,Petrol,Manual,2.6,10955.0,89428.0,1003,Low,5
X3,Asia,black,Hybrid,Automatic,4.3,37058.0,103242.0,412,Low,4
i3,South America,black,Electric,Automatic,4.1,27290.0,40420.0,9375,High,7
5 Series,Middle East,silver,Electric,Automatic,3.8,136721.0,70776.0,1308,Low,6
7 Series,Asia,blue,Hybrid,Automatic,2.8,157549.0,61308.0,3843,Low,13
3 Series,Africa,silver,Hybrid,Manual,2.3,20272.0,82926.0,4415,Low,12
i3,Europe,black,Petrol,Manual,3.3,199073.0,46936.0,6143,Low,14
i3,Europe,black,Electric,Automatic,4.4,165299.0,32195.0,6391,Low,11
X1,Africa,blue,Electric,Automatic,3.5,105290.0,45247.0,8719,High,0
5 Series,South America,silver,Hybrid,Manual,4.9,158803.0,108025.0,9323,High,0
X3,Middle East,grey,Petrol,Automatic,1.6,128070.0,91592.0,5314,Low,10
X1,Africa,red,Petrol,Manual,5.0,,86386.0,2716,Low,4
X1,North America,grey,Petrol,Manual,3.9,147965.0,109822.0,4777,Low,14
X3,Middle East,silver,Diesel,Automatic,4.4,149458.0,112160.0,9835,High,7
M3,North America,black,Hybrid,Automatic,2.7,167885.0,73319.0,7382,High,13
X6,South America,grey,Diesel,Manual,3.3,,59311.0,4933,Low,14
5 Series,Europe,grey,Petrol,Automatic,4.3,23067.0,58942.0,4725,Low,13
i3,North America,grey,Hybrid,Automatic,4.2,85539.0,112506.0,694,Low,0
X3,North America,red,Hybrid,Automatic,2.7,116870.0,34288.0,6722,Low,2
M3,North America,black,Hybrid,Automatic,2.6,95153.0,42370.0,2675,Low,10
M3,South America,white,Diesel,Automatic,3.8,75240.0,100921.0,9600,High,6
i3,North America,grey,Electric,Manual,4.8,29758.0,66679.0,4684,Low,6
i8,Asia,blue,Diesel,Manual,3.0,141628.0,98051.0,3439,Low,13
5 Series,South America,silver,Hybrid,Manual,2.7,24520.0,72696.0,1651,Low,13
M5,South America,silver,Electric,Manual,4.6,82977.0,43062.0,717,Low,12
5 Series,Asia,white,Electric,Automatic,3.9,44503.0,49257.0,1583,Low,8
3 Series,South America,white,Petrol,Automatic,2.9,157942.0,97467.0,954,Low,4
3 Series,Africa,white,Diesel,Manual,1.7,11728.0,109590.0,9539,High,12
X3,Middle East,white,Electric,Automatic,4.0,152508.0,107032.0,2681,Low,14
M5,Europe,silver,Petrol,Automatic,2.7,36126.0,56815.0,6867,Low,1
X5,Africa,white,Electric,Automatic,1.7,,31113.0,2278,Low,1
7 Series,South America,blue,Electric,Automatic,3.6,13710.0,83415.0,3894,Low,1
i3,Africa,silver,Diesel,Automatic,2.6,123051.0,39417.0,4503,Low,9
7 Series,Europe,silver,Diesel,Automatic,2.7,131726.0,95496.0,8103,High,12
i3,South America,black,Petrol,Manual,3.2,197328.0,71565.0,767,Low,14
X6,South America,blue,Electric,Automatic,4.0,150551.0,64175.0,7786,High,1
X6,Europe,red,Petrol,Manual,,90956.0,115225.0,6338,Low,2
i3,Asia,blue,Hybrid,Manual,1.8,65577.0,111341.0,1181,Low,11
X5,North America,silver,Hybrid,Automatic,3.0,70590.0,78491.0,8951,High,2
M3,Asia,silver,Petrol,Automatic,1.7,166036.0,82067.0,5245,Low,14
3 Series,South America,black,Hybrid,Manual,3.9,96920.0,117155.0,1737,Low,14
i8,Europe,white,Hybrid,Automatic,4.9,192786.0,86308.0,1716,Low,3
i8,South America,blue,Petrol,Automatic,3.8,32879.0,57281.0,1990,Low,13
i8,Europe,grey,Diesel,Automatic,2.5,174338.0,93517.0,4461,Low,5
M3,Asia,red,Hybrid,Manual,2.1,89084.0,40552.0,2715,Low,7
3 Series,Middle East,silver,Electric,Manual,2.3,21624.0,48962.0,3705,Low,13
5 Series,Asia,black,Electric,Manual,2.3,91313.0,115195.0,1272,Low,4
M5,Middle East,blue,Diesel,Automatic,2.6,163230.0,59571.0,5954,Low,13
X3,South America,blue,Hybrid,Manual,1.8,113158.0,56647.0,8757,High,0
M5,Asia,red,Hybrid,Automatic,4.6,,70006.0,9520,High,4
i8,Europe,blue,Diesel,Automatic,4.6,136898.0,118047.0,2160,Low,4
X3,Middle East,blue,Petrol,Manual,3.7,112827.0,73600.0,8326,High,5
7 Series,North America,grey,Hybrid,Manual,1.7,91913.0,117342.0,4702,Low,5
7 Series,Asia,black,Electric,Manual,4.3,114038.0,40726.0,3557,Low,7
M3,Africa,silver,Electric,Automatic,1.7,72026.0,118433.0,2595,Low,3
M3,Middle East,blue,Hybrid,Manual,1.9,12101.0,,1423,Low,9
7 Series,Africa,white,Electric,Automatic,2.6,13651.0,44233.0,9829,High,3
X3,South America,red,Petrol,Manual,3.0,85141.0,88091.0,6677,Low,4
X3,South America,red,Petrol,Automatic,2.7,50683.0,72078.0,5984,Low,11
X3,Asia,silver,Electric,Manual,2.1,65521.0,111170.0,9597,High,12
5 Series,Africa,white,Electric,Automatic,1.9,134937.0,80077.0,2397,Low,14
i8,Africa,black,Electric,Manual,4.5,140776.0,110438.0,9452,High,4
3 Series,North America,blue,Hybrid,Automatic,2.8,65600.0,95518.0,6087,Low,12
M3,Europe,blue,Electric,Automatic,2.3,118499.0,98181.0,3057,Low,3
M5,Asia,grey,Petrol,Automatic,3.2,159124.0,114161.0,679,Low,1
i8,Europe,silver,Diesel,Manual,1.6,175437.0,49071.0,1275,Low,6
7 Series,North America,silver,Diesel,Manual,3.6,137362.0,114576.0,7417,High,10
M5,Africa,black,Petrol,Manual,2.4,62856.0,84426.0,7582,High,2
3 Series,Africa,silver,Electric,Manual,3.6,82728.0,54376.0,7640,High,9
X6,Asia,blue,Hybrid,Automatic,3.6,23068.0,98979.0,3672,Low,10
M3,Africa,blue,Hybrid,Automatic,4.3,117741.0,55050.0,7956,High,14
X3,Middle East,red,Hybrid,Automatic,2.3,,61782.0,4703,Low,5
M3,Middle East,blue,Electric,Manual,3.1,104385.0,83391.0,1158,Low,14
M5,Africa,grey,Diesel,Automatic,4.9,55922.0,60442.0,2637,Low,11
M5,Asia,red,Diesel,Automatic,4.0,51422.0,57612.0,6685,Low,0
5 Series,Africa,silver,Diesel,Automatic,4.9,111993.0,63709.0,5003,Low,12
M5,Middle East,grey,Electric,Automatic,4.7,13982.0,95743.0,811,Low,4
7 Series,North America,red,Petrol,Manual,3.6,171021.0,41802.0,7525,High,7
X5,Europe,red,Hybrid,Automatic,2.4,195222.0,35088.0,4887,Low,3
X5,Africa,white,Petrol,Automatic,4.1,51422.0,78728.0,7440,High,3
X5,Europe,black,Electric,Automatic,3.9,154831.0,54139.0,9430,High,8
M3,South America,white,Hybrid,Manual,3.6,66695.0,65081.0,4708,Low,0
M3,South America,silver,Petrol,Manual,3.9,189312.0,82137.0,8476,High,4
X1,North America,blue,Hybrid,Automatic,3.6,,111419.0,8480,High,0
X3,Middle East,red,Petrol,Manual,3.3,192219.0,71966.0,7568,High,8
M5,Europe,black,Electric,Manual,3.0,135637.0,43126.0,4333,Low,0
5 Series,Europe,red,Petrol,Automatic,1.7,74220.0,52731.0,9800,High,7
i3,Europe,grey,Hybrid,Manual,4.5,5196.0,43843.0,6287,Low,1
5 Series,Europe,silver,Diesel,Automatic,,175175.0,51893.0,7125,High,5
3 Series,Asia,white,Diesel,Manual,3.6,186105.0,44572.0,618,Low,8
X6,Asia,white,Hybrid,Automatic,2.4,163766.0,87603.0,7607,High,5
X3,North America,white,Diesel,Automatic,1.6,18610.0,70413.0,5275,Low,13
3 Series,Middle East,red,Electric,Manual,,154246.0,39503.0,2891,Low,11
X1,Europe,silver,Petrol,Manual,1.8,46210.0,30706.0,9641,High,0
3 Series,Africa,red,Electric,Automatic,2.8,145498.0,112351.0,9146,High,4
M5,Middle East,red,Hybrid,Automatic,2.2,66322.0,31663.0,3323,Low,9
M5,Europe,white,Petrol,Manual,2.4,123245.0,31210.0,9934,High,12
3 Series,Asia,black,Petrol,Manual,3.9,188145.0,77682.0,4597,Low,0
X5,Asia,blue,Petrol,Manual,4.9,26620.0,88743.0,332,Low,12
3 Series,Middle East,black,Hybrid,Automatic,2.2,184107.0,75224.0,5736,Low,0
5 Series,Africa,grey,Hybrid,Automatic,3.1,55487.0,119948.0,8952,High,9
3 Series,Europe,black,Petrol,Manual,5.0,176192.0,119324.0,7673,High,14
M3,Asia,black,Petrol,Automatic,4.8,120723.0,99644.0,3616,Low,1
M5,Europe,black,Petrol,Automatic,2.7,143308.0,81628.0,7710,High,14
X5,Asia,white,Hybrid,Automatic,2.6,181379.0,54558.0,1116,Low,10
X6,Europe,white,Electric,Automatic,2.3,,68451.0,6212,Low,14
X5,Africa,silver,Hybrid,Automatic,2.0,96603.0,102010.0,2394,Low,5
M3,Africa,silver,Diesel,Automatic,3.1,48761.0,44471.0,3550,Low,7
5 Series,Europe,grey,Hybrid,Automatic,2.7,53566.0,60571.0,9253,High,13
M5,North America,black,Petrol,Automatic,4.1,147048.0,102860.0,1377,Low,9
X6,Africa,white,Electric,Manual,2.3,,110265.0,2058,Low,5
X1,North America,white,Diesel,Automatic,4.1,184229.0,40798.0,6143,Low,5
X1,South America,white,Petrol,Automatic,2.5,,74198.0,856,Low,10
M3,North America,blue,Hybrid,Automatic,3.6,97702.0,78966.0,586,Low,5
X1,Africa,silver,Diesel,Manual,3.7,31558.0,80887.0,2267,Low,3
X5,Middle East,grey,Hybrid,Automatic,3.9,32132.0,117653.0,7421,High,3
3 Series,North America,blue,Petrol,Automatic,2.1,58369.0,104073.0,7764,High,11
X1,Asia,red,Electric,Manual,2.5,117112.0,41137.0,7331,High,14
M3,Asia,grey,Electric,Manual,2.4,120012.0,60179.0,8268,High,1
7 Series,North America,blue,Petrol,Automatic,3.5,165836.0,73519.0,5819,Low,1
X5,South America,silver,Hybrid,Automatic,1.8,27950.0,42426.0,462,Low,12
X3,Asia,blue,Petrol,Automatic,3.3,128608.0,35527.0,1972,Low,2
3 Series,Middle East,blue,Diesel,Manual,1.8,96365.0,54452.0,522,Low,3
7 Series,Middle East,silver,Diesel,Manual,2.7,172832.0,64815.0,9951,High,11
i3,Asia,silver,Petrol,Manual,3.9,36014.0,109895.0,8217,High,13
3 Series,Asia,blue,Petrol,Manual,2.9,45007.0,100736.0,2180,Low,3
i8,Europe,white,Electric,Automatic,2.5,101639.0,99291.0,4129,Low,13
X5,Africa,white,Hybrid,Automatic,3.7,81206.0,51312.0,3528,Low,13
7 Series,South America,grey,Diesel,Manual,,143467.0,57639.0,2221,Low,4
3 Series,Africa,white,Diesel,Manual,2.4,164655.0,58299.0,1804,Low,14
3 Series,Asia,black,Electric,Automatic,2.5,102383.0,81429.0,1405,Low,5
3 Series,Middle East,grey,Diesel,Manual,3.7,6795.0,115940.0,3322,Low,13
3 Series,Europe,grey,Electric,Manual,4.9,79679.0,118299.0,7096,High,9
X3,Europe,silver,Diesel,Automatic,2.2,43179.0,99155.0,8573,High,12
3 Series,Europe,blue,Diesel,Manual,3.8,543.0,113970.0,334,Low,5
